tweet,sentimen
"['berkoordinasi', 'pemerintah', 'presiden', 'joko', 'widodo', 'jokowi']",Positif
['dipidana'],Netral
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam']",Positif
"['diterapkan', 'keras', 'pemrentah', 'ri', 'setuju']",Positif
"['legacy', 'endless', 'discussion', 'legend', 'kupas', 'tuntas', 'pengaturan', 'hukum', 'acara', 'pasca', 'disahkan', 'ahad', 'april']",Positif
"['keberhasilan', 'realisasi', 'luput', 'berkat', 'dukungan', 'elemen', 'masyarakat']",Negatif
"['pengesahan', 'tanda', 'peradaban', 'indonesia', 'mencegah', 'bentuk', 'kekerasan', 'seksual', 'darurat']",Positif
"['sikap', 'dinilai', 'konsisten', 'serius', 'memperjuangkan']",Netral
"['netizen', 'mengapresiasi', 'sikap', 'dinilai', 'serius', 'memperjuangkan', 'disahkan', 'undang', 'undang']",Positif
"['masyarakat', 'mengawal', 'implementasi']",Netral
"['mengajak', 'masyarakat', 'berdoa', 'ucapan', 'syukur', 'hasil', 'perjuangan', 'pengesahan']",Positif
"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Negatif
"['berpesan', 'diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis']",Negatif
"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan']",Netral
"['berhasil', 'disahkan', 'kesamaan', 'komitmen', 'pemerintah', 'penanggulangan', 'kekerasan', 'seksual']",Positif
"['andibahtiar', 'kedudukan', 'baca', 'baikbaik', 'terima', 'terima', 'berlaku', 'hukumnya', 'dipake', 'salama', 'melanggar', 'ham', 'kaya', 'link', 'emang', 'sulit', 'banget', 'mempidana', 'pelaku', 'marital', 'rape']",Positif
"['trend', 'baliho', 'mentok', 'awareness', 'nihh', 'wkwkwkwk', 'well', 'maybe', 'ngetok', 'palu', 'pas', 'help', 'well']",Negatif
"['tujuan', 'pengesahan']",Positif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc']",Positif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
"['evita', 'pujiannya', 'dedikasinya', 'kerasnya', 'mendukung', 'pembahasan', 'pengesahan']",Positif
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan']",Positif
"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan']",Positif
"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern']",Positif
"['penghargaan', 'aktivis', 'akademisi', 'tokoh', 'lintas', 'keilmuan', 'bersumbangsih', 'substansi', 'konstruktif', 'mewakili', 'kepentingan']",Positif
"['terwujud', 'upaya', 'elemen', 'bangsa', 'masyarakat', 'sipil', 'menggaungkan', 'menyumbang', 'ide', 'pemikiran']",Negatif
"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
"['adan', 'heem', 'paham', 'islam', 'menggauli', 'istri', 'akhlak', 'memaksa', 'beneran', 'mengamalkan', 'sadar', 'emang', 'coba', 'cari', 'disahkan', 'hukum', 'agama', 'beneran']",Positif
"['tujuan', 'pengesahan']",Positif
"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc']",Positif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
"['evita', 'pujiannya', 'dedikasinya', 'kerasnya', 'mendukung', 'pembahasan', 'pengesahan']",Positif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
"['persetujuan', 'hubungan', 'seksual', 'bab', 'pasal', 'disitu', 'jls', 'bhw', 'belah', 'setuju', 'mengindahkan', 'pernikahan', 'dasar', 'suka', 'suka', 'sm', 'melegalkn', 'seks', 'bebas']",Negatif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['lahirnya', 'terpisahkan']",Netral
"['kado', 'masyarakat', 'indonesia', 'jelang', 'kartini']",Positif
"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc']",Positif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['tujuan', 'pengesahan']",Positif
"['mencegah', 'kekerasan', 'seksual', 'seksual', 'konsen', 'membolehkan', 'zina']",Netral
"['ketentuan', 'pidana', 'diatur']",Netral
"['kemarin', 'menolak', 'perilakunya', 'senang', 'kesetaraan', 'gender', 'menganggap', 'diskrminasi', 'wanita']",Netral
"['desak', 'pemerintah', 'selesaikan', 'aturan', 'turunan']",Negatif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['krew', 'miss', 'konstruksi', 'bersetubuh', 'suka', 'suka', 'nikah', 'dilarangapakah', 'bersetubuh', 'jenis', 'dilarang']",Negatif
"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan']",Positif
"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan']",Positif
"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
"['perwakilan', 'pejuang', 'berterima', 'kasih', 'merealisasikan', 'komitmennya']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
"['seiring', 'berlakunya', 'pemangku', 'kepentingan', 'masukan', 'konstruktif', 'kesempurnaan', 'aturan', 'hukum']",Positif
"['keberhasilan', 'realisasi', 'luput', 'berkat', 'dukungan', 'elemen', 'masyarakat']",Negatif
"['keberhasilan', 'realisasi', 'luput', 'berkat', 'dukungan', 'elemen', 'masyarakat']",Negatif
"['fjpi', 'gelar', 'webinar', 'mengawal', 'desa', 'ramah', 'perempuan', 'peduli', 'anak']",Positif
"['implementasi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'perlindungan', 'perempuan', 'anak', 'indonesia']",Negatif
"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
"['seiring', 'berlakunya', 'pemangku', 'kepentingan', 'masukan', 'konstruktif', 'kesempurnaan', 'aturan', 'hukum']",Positif
"['keberhasilan', 'realisasi', 'luput', 'berkat', 'dukungan', 'elemen', 'masyarakat']",Negatif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan']",Positif
"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan']",Positif
"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern']",Positif
"['penghargaan', 'aktivis', 'akademisi', 'tokoh', 'lintas', 'keilmuan', 'bersumbangsih', 'substansi', 'konstruktif', 'mewakili', 'kepentingan']",Positif
"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
"['webinar', 'mengawal', 'desa', 'ramah', 'perempuan', 'peduli', 'anak', 'drppa']",Positif
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['tamah', 'kelompok', 'perempuan', 'serap', 'masukan', 'implementasi', 'suara', 'pemimpin', 'redaksi']",Negatif
"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
"['desak', 'pemerintah', 'selesaikan', 'aturan', 'turunan', 'selengkapnya', 'cewenya', 'giselle', 'ronaldo', 'seram', 'suaka', 'tokyo', 'maguire', 'aura']",Negatif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['diah', 'tegaskan', 'memiliki', 'peran', 'dibalik', 'tokyo', 'gissele', 'manchester', 'united', 'aura', 'maguire', 'suaka', 'seram', 'adik', 'gea', 'zidan', 'johnny', 'karina', 'kangen', 'band', 'varane', 'sterling', 'sejeong', 'tenlee', 'new', 'song', 'gdc']",Negatif
"['dorong', 'pemerintah', 'susun', 'aturan', 'turunan', 'tokyo', 'gissele', 'manchester', 'united', 'aura', 'maguire', 'suaka', 'seram', 'adik', 'gea', 'zidan', 'johnny', 'karina', 'kangen', 'band', 'varane', 'sterling', 'sejeong', 'tenlee', 'new', 'song', 'gdc']",Negatif
"['ange', 'perjuangkan', 'disahkannanti', 'dimasa', 'kawal', 'dorong', 'teurs', 'pemerintah', 'kasih', 'payung', 'hukum', 'kuat', 'biar', 'gender', 'equality', 'diterapkan']",Negatif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
"['baiknya', 'teruskan', 'jalur', 'hukum', 'sah', 'dimanfaatin', 'sayangg', 'kasian', 'dibikin', 'susah', 'dimanfaatin', 'semoga', 'lakik', 'dihukum', 'plus', 'sanksi', 'sosial', 'spill', 'baiknya']",Negatif
"['evita', 'pujiannya', 'dedikasinya', 'kerasnya', 'mendukung', 'pembahasan', 'pengesahan']",Positif
"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam']",Positif
"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
"['haru', 'lega', 'rasakan', 'beleid', 'disahkan', 'pengesahan', 'hadiah', 'perempuan', 'indonesia', 'jelang', 'peringatan', 'kartini']",Positif
"['perwakilan', 'pejuang', 'berterima', 'kasih', 'merealisasikan', 'komitmennya']",Positif
"['dinilai', 'berperan', 'pengesahan', 'sobat']",Positif
"['memiliki', 'sensitivitas', 'kepedulian', 'perempuan', 'tergambar', 'menitikkan', 'air', 'mengesahkan']",Positif
"['pemaksaan', 'perkawinan', 'alasan', 'apapun', 'salah', 'kekerasan', 'seksual', 'dipidana']",Negatif
"['syukur', 'banget', 'permendikbud', 'diteguhkan', 'dosen', 'pdamping', 'multi', 'fak', 'tergabung', 'student', 'kampus', 'peka', 'mendengarkan', 'kunci', 'membantu', 'kesehatan', 'mental', 'mhsw', 'komit', 'benteng', 'abang', 'korban', 'ks', 'nampang', 'pembekalan']",Positif
"['untung', 'sah', 'sabi', 'laporkan']",Positif
"['tertawa', 'takut', 'dm', 'krna', 'ancam', 'pakai']",Negatif
"['kekerasan', 'seksual', 'trend', 'mpr', 'mahasiswa', 'kawal']",Negatif
"['ramah', 'tanah', 'kelompok', 'perempuan', 'serap', 'masukan', 'implementasi']",Negatif
"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc', 'ri', 'mengesahkan', 'islam', 'memandang']",Positif
"['bicara', 'laki', 'korban', 'komunikasikan', 'kaum', 'feminis', 'indonesia', 'hubungkan', 'eksistensi']",Netral
"['berhasil', 'bikin', 'rekan', 'kantor', 'sp', 'since', 'capture', 'kegiatan', 'foto', 'cctv', 'serem', 'banget', 'koleksi', 'capturan', 'aktivitas', 'gasih']",Positif
"['alsa', 'legal', 'sharing', 'aspekaspek', 'pengurangan', 'skala', 'kekerasan', 'seksual', 'indonesia', 'full', 'full', 'version', 'access']",Positif
"['menko', 'pmk', 'salah', 'tokoh', 'memperjuangkan', 'disahkan']",Positif
"['implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Netral
"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
"['disahkan', 'menghadirkan', 'pinky', 'saptandari', 'ep', 'dra', 'beliau', 'akademisi', 'dosen', 'fakultas', 'ilmu', 'sosial', 'ilmu', 'politik', 'universitas', 'airlangga', 'menggeluti', 'permasalahan', 'gender', 'indonesia']",Positif
"['workshop', 'permendikbud', 'ristek', 'workshop', 'permendikbud', 'ristek', 'program', 'kementerian', 'kesetaraan', 'gender', 'perlindungan', 'anak', 'bem', 'universitas', 'airlangga', 'workshop', 'mengupas', 'tuntas', 'isuisu', 'berkaitan', 'permendikbud', 'ristek']",Positif
"['webinar', 'mengawal', 'desa', 'ramah', 'perempuan', 'peduli', 'anakdrppa']",Positif
"['liveuu', 'legalisasi', 'zina']",Negatif
"['liveuu', 'legalisasi', 'zina']",Negatif
"['selamat', 'sore', 'komnas', 'perempuan', 'mengajak', 'berkumpul', 'pertemuan', 'virtual', 'ucapan', 'syukur', 'ruang', 'refleksi', 'gerak', 'juang', 'mengawal', 'mari', 'persiapkan', 'kawal', 'pelaksanaan', 'sebaikbaiknya']",Positif
"['serap', 'masukan', 'implementasi']",Netral
"['ramah', 'tanah', 'kelompok', 'perempuan', 'serap', 'masukan', 'implementasi']",Negatif
"['disahkan', 'lakukan', 'hadiri', 'dialog', 'publik', 'april', 'diskusi', 'mengawal', 'implementasi', 'berpihak', 'korban', 'inklusif', 'kolaboratif', 'silahkan', 'bergabung']",Negatif
"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
"['terima', 'kasih', 'kknya', 'korban', 'opsi', 'diselesaikan', 'damaikekeluargaan', 'diselesaikan', 'dijalur', 'hukum', 'perlindungan', 'korban', 'saksi', 'korban', 'dituntut']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
"['mengajak', 'masyarakat', 'berdoa', 'ucapan', 'syukur', 'hasil', 'perjuangan', 'pengesahan']",Positif
"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
"['evita', 'pujiannya', 'dedikasinya', 'kerasnya', 'mendukung', 'pembahasan', 'pengesahan']",Positif
"['haru', 'lega', 'rasakan', 'beleid', 'disahkan', 'pengesahan', 'hadiah', 'perempuan', 'indonesia', 'jelang', 'peringatan', 'kartini']",Positif
"['menyertakan', 'nilai', 'agama', 'salah', 'diulangi', 'setuju', 'zina', 'kh', 'paham', 'definisi', 'tunjukan', 'dmna', 'definisi', 'kekerasan', 'seksual']",Positif
"['penghargaan', 'aktivis', 'akademisi', 'tokoh', 'lintas', 'keilmuan', 'bersumbangsih', 'substansi', 'konstruktif', 'mewakili', 'kepentingan', 'kartini']",Positif
"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern', 'kartini']",Positif
"['konstruksi', 'bersetubuh', 'suka', 'suka', 'nikah', 'dilarangbersetubuh', 'jenis', 'dilarang']",Netral
"['haru', 'lega', 'rasakan', 'beleid', 'disahkan', 'pengesahan', 'hadiah', 'perempuan', 'indonesia', 'jelang', 'peringatan', 'kartini']",Positif
"['dinilai', 'berperan', 'pengesahan', 'sobat']",Positif
"['memiliki', 'sensitivitas', 'kepedulian', 'perempuan', 'tergambar', 'menitikkan', 'air', 'mengesahkan']",Positif
"['berkoordinasi', 'pemerintah', 'presiden', 'joko', 'widodo', 'jokowi']",Positif
"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam']",Positif
"['pengesahan', 'tanda', 'peradaban', 'indonesia', 'mencegah', 'bentuk', 'kekerasan', 'seksual', 'darurat']",Positif
"['sikap', 'dinilai', 'konsisten', 'serius', 'memperjuangkan']",Netral
"['netizen', 'mengapresiasi', 'sikap', 'dinilai', 'serius', 'memperjuangkan', 'disahkan', 'undang', 'undang']",Positif
"['masyarakat', 'mengawal', 'implementasi']",Netral
"['mengajak', 'masyarakat', 'berdoa', 'ucapan', 'syukur', 'hasil', 'perjuangan', 'pengesahan']",Positif
"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Negatif
"['berpesan', 'diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis']",Negatif
"['berhasil', 'disahkan', 'kesamaan', 'komitmen', 'pemerintah', 'penanggulangan', 'kekerasan', 'seksual']",Positif
"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan']",Positif
"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan']",Positif
"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern']",Positif
"['terwujud', 'upaya', 'elemen', 'bangsa', 'masyarakat', 'sipil', 'menggaungkan', 'menyumbang', 'ide', 'pemikiran']",Negatif
"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc', 'ri', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'pengesahan', 'disambut', 'gembira', 'komnas', 'pere']",Positif
"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
"['hashtag', 'isinya', 'pendukung', 'pks', 'likemindhivemindnya', 'nyinyirin', 'tertawa', 'banget', 'teman-teman', 'pathetic', 'tweetnya', 'dikit', 'banget', 'awokawokawowa', 'malu']",Positif
"['dana', 'bantuan', 'korban', 'peraturan', 'turunan', 'dikawal', 'dana', 'abadi', 'dana', 'dibayarkan', 'pelaku', 'penjatuhan', 'pidana', 'denda', 'dana', 'terang', 'eddy', 'kas', 'negara']",Positif
"['nulis', 'medsos', 'bikin', 'laporan', 'berwajib', 'memanfaatkan', 'fasilitas', 'mbak']",Negatif
"['populasi', 'bego', 'nolak', 'contohnya', 'sekumpulan', 'buzzer', 'pks', 'kronikroninya']",Netral
"['pemerintah', 'kota', 'malang', 'buktikan', 'undang', 'undang', 'dijalankan', 'sekedar', 'aturan', 'terima', 'kasih']",Positif
"['wayahe', 'dear', 'nathan', 'thank', 'salma', 'tayang', 'disahkan', 'tinggal', 'digowo', 'psikolog', 'rio', 'dipenjara']",Positif
"['kabareskrim', 'harap', 'kader', 'pdip', 'aktif', 'sosialisasikan']",Negatif
"['kado', 'masyarakat', 'indonesia', 'jelang', 'kartini']",Positif
"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
"['disahkan', 'pahami', 'kenali', 'isinya', 'salah', 'kekerasan', 'seksual', 'digital']",Negatif
"['mengenal', 'perjalanan', 'pembahasan', 'tindak', 'pidana']",Positif
"['serap', 'masukan', 'implementasi', 'kelompok', 'perempuan']",Negatif
"['krew', 'miss', 'dimasukkan', 'sebutkan', 'ranah', 'kekerasan', 'seksual', 'beda', 'substansi', 'beda', 'undang', 'kalau', 'begitu']",Negatif
"['perilaku', 'tergolong', 'kekerasan', 'seksual', 'berbasis', 'elektronik']",Negatif
"['video', 'momenmomen', 'disahkannya', 'terdengar', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'kartini']",Negatif
"['serap', 'masukan', 'kelompok', 'perempuan', 'terkait', 'implementasi']",Negatif
"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Negatif
"['diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis', 'semangat', 'penyusunannya', 'dirasakan', 'wujud', 'kartini']",Positif
"['diimplementasikan', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Negatif
"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
